31471,125793.83
31472,108310.18
31473,81325.77
31474,64844.715
31475,102958.67
31476,66577.984
31477,79800.06
31478,88816.44
31479,93668.125
31480,121177.484
31481,164191.94
31482,61621.332
31483,111510.24
31484,55572.332
31485,123981.39
31486,50603.215
31487,116396.07
31488,312299.25
31489,115739.75
31490,61522.96
31491,120419.43
31492,109674.09
31493,113372.555
31494,84756.23
31495,158978.12
31496,213779.78
31497,175244.55
31498,79262.75
31499,73571.27
31500,152092.84
31501,185751.62
31502,87762.28
31503,54851.59
31504,91523.63
31505,146899.12
31506,218018.56
31507,229371.0
31508,65734.26
31509,341422.66
31510,174576.4
31511,171311.75
31512,97429.74
31513,64206.383
31514,60836.6
31515,74151.34
31516,90842.234
31517,169540.69
31518,138340.53
31519,200039.16
31520,118028.85
31521,111585.19
31522,155309.72
31523,102558.36
31524,63901.38
31525,119699.19
31526,79752.36
31527,65038.637
31528,58149.55
31529,114999.21
31530,75248.63
31531,56726.707
31532,107603.484
31533,103474.79
31534,107265.016
31535,89997.78
31536,87215.125
31537,155427.38
31538,143815.81
31539,162948.81
31540,166403.53
31541,135692.84
31542,122455.29
31543,76945.29
31544,79534.414
31545,61980.73
31546,83152.06
31547,115712.36
31548,93394.055
31549,66515.8
31550,57115.074
31551,61323.918
31552,73780.39
31553,148112.6
31554,147267.19
31555,85747.836
31556,61755.01
31557,60392.023
31558,99772.336
31559,58265.156
31560,144559.62
31561,189244.89
31562,54884.992
31563,131230.8
31564,82916.25
31565,70017.8
31566,122633.84
31567,124554.33
31568,81965.25
31569,57911.05
31570,87606.086
31571,101585.64
31572,90194.5
31573,112951.25
31574,178873.47
31575,64601.09
31576,167424.44
31577,114188.875
31578,103730.57
31579,132560.97
31580,336309.9
31581,160274.44
31582,73692.49
31583,168519.66
31584,108808.3
31585,159814.47
31586,85501.2
31587,77309.88
31588,86843.35
31589,187064.0
31590,170835.48
31591,124734.35
31592,102412.08
31593,79986.266
31594,103988.75
31595,210869.97
31596,172617.6
31597,104079.836
31598,85380.375
31599,66961.84
31600,123822.95
31601,162781.53
31602,112491.03
31603,273701.53
31604,114680.78
31605,128284.45
31606,101274.016
31607,136009.72
31608,96696.2
31609,185061.8
31610,58708.62
31611,64935.098
31612,86319.5
31613,63161.082
31614,62874.363
31615,161457.66
31616,128465.92
31617,115408.55
31618,85800.15
31619,139429.92
31620,141606.8
31621,120921.65
31622,100362.33
31623,93628.59
31624,119976.69
31625,70103.055
31626,142564.3
31627,112955.58
31628,91538.555
31629,68873.89
31630,154547.0
31631,102168.12
31632,90753.05
31633,116641.36
31634,69609.25
31635,154746.78
31636,67986.69
31637,116268.41
31638,134128.19
31639,67222.25
31640,71084.484
31641,208058.38
31642,79806.984
31643,75925.92
31644,156282.19
31645,69967.59
31646,121346.08
31647,64862.887
31648,77414.91
31649,63105.38
31650,65488.19
31651,67895.16
31652,109619.94
31653,99621.234
31654,63539.508
31655,147198.47
